"id" "tau1" "tau2" "tau3" "rf" "rs" "u"
2149 2.5419561 235.29441 1189.8767 0.061225693 0.34920838 0.90302389854384
2150 4.3465097 278.84286 1109.5303 0.10594634 0.28078282 0.608162331999839
2151 4.628461 316.5722 1952.6525 0.10139041 0.27855351 0.0677763962424039
2152 3.543646 270.34754 1345.5047 0.080443007 0.32056938 0.182002601245663
2153 2.7439917 215.71309 1251.4946 0.074561584 0.2963376 0.333291181811062
2213 12.420647 364.99788 1365.3654 0.079905814 0.27456911 0.000915290528066752
2214 15.28566 416.77826 1315.2035 0.093932253 0.24503553 0.00094097997914315
2215 11.923058 370.18138 1199.6605 0.084046261 0.2150659 0.0686997245484187
2216 12.381144 330.55772 1341.8209 0.092626482 0.23887185 0.128824629324769
2217 11.136729 335.06713 1405.2344 0.077442326 0.28507728 0.0941042605099664
2218 11.555258 318.27112 1284.2162 0.072214225 0.3005926 0.293968866739801
2219 11.675451 322.26207 1403.2955 0.076260961 0.29980584 0.402951728156619
